Year,Date,Amount,Description,Category,Sold By,Importance
2023,23/05/2023,49.00,"TYCOM Bathroom Rugs Bath Mat, 50x80cm, Non-Slip Fluffy Soft Plush Microfiber Shower Carpet Rug, Machine Washable Quick Dry Ultra Shaggy Bath Mats for Tub, Bathroom and Shower-Dark Blue",Home Imporvement,TyCom AMZ,High
2023,23/05/2023,25.99,"
AKOD Shower slipper for Women Men, Slides Shoes bathroom or indoor use, anti-slip Quick-Drying (Navy Blue B 44/45)",Home Imporvement, AKOD,High
2023,23/05/2023,115.00,"Zed Modern TV Stand And Coffee Table Modern Living Room TV Unit, Black, 110x30x46cm",Home Imporvement,Modern Home DXB,High
2023,23/05/2023,455.00,"PHILIPS PowerPro Active Royal Blue:2000W, 410W suction power, Power Cyclone 7 technology, new Turbo brush nozzle design, HEPA filter FC9570/62 - - UAE Version""Min 1 year manufacturer warranty""",Appliance,Amazon.ae,High
2023,23/05/2023,667.00,"Philips Vertical Garment Steamer Comforttouch Plus, Purple, 1.8 Litre, Gc558/36,, 1800 ml -",Appliance,Amazon.ae,High
2023,23/05/2023,6.49,"Bcleen Heavy Duty Oven Cleaner Spray, Unscented, 750Ml",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,23/05/2023,56.67,"Old Spice Original Shower Gel For Men, 3 x 250 ml",Toiletries ,Amazon.ae,High
2023,23/05/2023,30.45,"Bio Balance Organic Argan Oil Conditioner, 330 Ml",Toiletries ,Amazon.ae,High
2023,23/05/2023,43.00,"
Sensodyne Multi Care + Whitening Toothpaste For Sensitive Teeth, Superior Whitening Action, 75Ml, Pack Of 2",Toiletries ,Amazon.ae,High
2023,23/05/2023,93.99,"LEART Valet Tray for Men & Women – Leather Tray Organizer | Bedside, Nightstand, Office Desk Organizer Tray | Catchall Tray (Deal Pack of 2 - Black & Brown)",Home Imporvement,ISRA Retail,High
2023,25/05/2023,80.00,HUA QIANG WANG Creative 3 Heads Diamond Shape Hanging Lamp Modern Industrial Pendant Light,Home Imporvement,BENBON,High
2023,25/05/2023,49.40,"4 Pack 6W G95 2200K Amber Warm, Old Fashioned Style Globe LED Bulb, Vintage E27 Edison Light Bulb Screw Base Retro Antique Filament Bulbs, 1Year warranty.",Home Imporvement,Big brands Souq AE,High
2023,27/05/2023,42.00,"Amazon Basics 36 Pack AAA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack",Gadget Acessories,Amazon.ae,High
2023,27/05/2023,22.75,"Home Choice, 5 Gallons Pack of 5 Drawstring, White, 150 Garbage Bags, Size 46x52 cm, Trash Bags, Bin Liner, Waste Bags for Indoor and Outdoor Purposes",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,27/05/2023,20.55,"Sanita Club Garbage Bags Twin Pack Roll , 55 Gallons X-Large ,30 Bags",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,27/05/2023,19.50,"Premify Spice Jar Labels Stickers, 60 Preprinted and 12 Blank Labels| Waterproof Kitchen Labels| Fits Round Bamboo Jars or Rectangular Spice Jars| Herb Seasoning Kitchen Pantry Labels Stickers",Kitchen Acessories ,Premify-Uae,High
2023,27/05/2023,30.25,Duracell - AAA 1.5V Alkaline LR03 / MN2400 Batteries 50% Extra Life Long Power Pack Of 8-10 Years Shelf,Gadget Acessories,Amazon.ae,High
2023,29/05/2023,34.94,"Gorilla Glue Heavy-Duty Double Sided Clear Mounting Tape, 25.4Mm X 1.52M",Home Imporvement,HASANAT WEBSTORE,High
2023,29/05/2023,11.25,"Faber Castell Whiteboard Marker Bullet Set Of 4Pc + Duster, ASSORTED, 1587D",Stationary ,Amazon.ae,High
2023,29/05/2023,19.99,"Feather Duster, منفضة الريش, Necomi® Microfiber Duster, Improved Long Pole Duster (30 to100 inches), Microfiber Bendable Head & Scratch-Resistant Hat for Clean Ceiling Fan, High Ceiling, Blinds & Car",Cleaning & Hygiene Supplies ,Necomi Store,Medium
2023,30/05/2023,54.99,"ECASA™ Revolving Spice Rack Set with 16 PCS Spice Jars, 16-Jar Countertop Spice Rack Tower Organizer with Free 16PCS Spice Labels-Kitchen Spice Tower Organizer for Countertop or Cabinet",Kitchen Acessories ,LAIBA SMART STORE,High
2023,30/05/2023,34.02,Parker Jotter Standard CT Ball Pen (Black),Stationary ,Amazon.ae,Medium
2023,31/05/2023,61.00,"Terro Liquid Ant Killer 6 Bait Stations, 2.2fl. oz/0.36 fl. Oz",Pest Control, Esthetica,High
2023,31/05/2023,25.10,"Air Wick Life Scents Multi-Layered Fragrance Reed Diffuser Turquoise Oasis (Driftwood, Sea Spray & Warm Breeze), Eliminates Bad Odour like Cat Litter Smell, 30 ml",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,31/05/2023,19.90,Glade Carpet & Room Powder Clean Linen (643259)32Oz,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,03/06/2023,33.81,"Cantu Men's Cream Pomade Strong Hold Soft Touch, 8 Oz.",Grooming ,Amazon.ae,High
2023,03/06/2023,30.00,"EXCOVIP 12x18 inches Bar Service Mat, Non Slip Polyvinyl Chloride Bar Mat Drink Coasters Leakproof for Bar Kitchen,Black",Kitchen Acessories ,SUDAIM TRADERS,High
2023,05/06/2023,16.90,"Door Stop Wedges, 3 Pack Rubber Door Stoppers with Holders, Stackable and Slip-Resistant for Tiles, Carpet, Wood and Laminate Floors and Other Floor Surfaces Stop - White & Grey",Home Imporvement,Amazon.ae,High
2023,10/06/2023,44.44,"Premium Black Velvet Hangers 30 Pack - Ultra Thin Space Saving Suit Hangers - Heavy Duty - Non Slip Velvet Coat Hanger - 360° Swivel Hook - Flock Clothes Hangers For Suits, Jackets, Trousers, Jeans…",Garments & Laundry Supplies,ApparelPoint,High
2023,16/06/2023,121.50,"Royal Canin Fbn British Shorthair Kitten 2 Kg Feline Breed Nutrition Cat Food, Multicolor, 1792, British Shorthair Kitten Cat Dry Food",Pet Acessories,Amazon.ae,High
2023,16/06/2023,33.91,"Purina Fancy Feast Turkey Cat Food, 3 Ounce",Pet Acessories,Amazon.ae,High
2023,19/06/2023,11.25,"Harpic Flushmatic Original In-Cistern Toilet Cleaner, 50g (Pack of 3)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,19/06/2023,14.00,CELLO TOP BALL RETRACTABLE PEN 0.7MM BLISTER OF 5PC BLUE,Stationary ,Amazon.ae,High
2023,19/06/2023,27.77,"5 Gallon Water Dispenser Stand, Portable Stainless Steel Water Jug Stand Water Cooler Stand Water Bottle Stand Rack with Water Spouts Dispenser Valves for Non-screw Top (1 Stand+2 Spouts)",Kitchen Acessories ,Amazon.ae,High
2023,19/06/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,19/06/2023,19.00,"Royalford Stainless Steel Y-Peeler, RF6113, Assorted",Kitchen Acessories ,Amazon.ae,High
2023,19/06/2023,21.50,"98Pcs Sewing Kit Bundle Mini Travel Accessories Tools for Beginners, Emergency Needs",Garments & Laundry Supplies,Ideal-Home,medium
2023,19/06/2023,19.99,GENER Strainer (Set of 3 Pieces),Kitchen Acessories ,Store.89,High
2023,19/06/2023,19.99,"MahMir® Pot Strainer and Pasta Strainer - Adjustable Silicone Clip On Strainer for Pots, Pans, and Bowls - Kitchen Colander (Green)",Kitchen Acessories ,MahMir,Low 
2023,21/06/2023,49.99,"Airtight Food Storage Containers with Lids, 2.8L Pasta Containers for Pantry Organization and Storage, BPA Free Kitchen Storage Containers for Spaghetti, Flour, Sugar and Noodles, (4pcs Pack)",Kitchen Acessories , MahMir,High
2023,21/06/2023,35.00,Lemon Squeezer Stainless Steel with Premium Quality Heavy Duty Solid Metal Squeezer Bowl - Large Manual Citrus Press Juicer and Lime Squeezer Stainless Steel,Kitchen Acessories ,Choice_mart,High
2023,29/06/2023,10.60,"Prestige Plastic Funnel Set, 3 Pieces, White",Kitchen Acessories ,Amazon.ae,High
2023,29/06/2023,49.99,"Airtight Food Storage Containers for Kitchen Organization 7 PC - Plastic Food Canisters with Lids, Labels, Marker & Spoons for Pantry Organization and Storage - Cereal, Flour and Sugar Containers",Kitchen Acessories ,BusinessStore01,High
2023,29/06/2023,10.83,Red Kidney Beans 1kg,Food Consumable ,Amazon.ae,High
2023,29/06/2023,22.00,Nail Clippers Sets High Precisio Stainless Steel Nail Cutter Pedicure Kit Nail File Sharp Nail Scissors and Clipper Manicure Pedicure Kit Fingernails & Toenails with Portable stylish case,Grooming ,house of beauty,High
2023,29/06/2023,11.99,Food Storage Boxes With Lids Freezer Safe Volwco 3 Pcs 4.7L Large Plastic Kitchen Refrigerator Stackable Food Fruit Storage Containers With Handle,Kitchen Acessories ,Unicornia,High
2023,29/06/2023,11.76,Puck Havarti Natural Cheese Slices 150g,Food Consumable,Lulu - Amazon ,High
2023,29/06/2023,57.96,AL Areesh Frozen Chicken Breast 2kg,Food Consumable,Lulu - Amazon ,High
2023,29/06/2023,12.48,Bayara Chick Peas Mexico 1kg,Food Consumable,Lulu - Amazon ,High
2023,29/06/2023,13.12,Puck Cooking Cream Low Fat 500ml,Food Consumable,Lulu - Amazon ,High
2023,29/06/2023,4.31,Heinz Tomato Paste - 370 Gm,Food Consumable,Lulu - Amazon ,High
2023,29/06/2023,48.77,Voss Sparkling Water 800ml,Food Consumable,Lulu - Amazon ,High
2023,30/06/2023,35.99,mafiti Electric Bug Zappers， mafiti Electric Fly Swatter Rechargeable Mosquito Zapper Bug Zapper Racket Fly Killer Indoor Outdoor Light Camping Accessories (Blue),Pest Control,Boomtek AE,High
2023,09/07/2023,37.98,"Beardo Hair Wax Strong Hold Crystal Wax Natural, 100 g (Pack of 1)",Grooming ,dealsdestination-uae,High
2023,10/07/2023,21.77,"Precision Oven Dial Thermometer 600 Degree Kitchen Oven thermometer, Oven Meat Grill Fry Chef Smoker Thermometer, Restaurant Instant Read Stainless Steel Thermometer Cooking & Baking",Kitchen Acessories , BePrincess,High
2023,10/07/2023,6.21,Bayara Chilli Crushed 200g,Food Consumable,Amazon.ae,High
2023,10/07/2023,4.00,"Hotpack White Cupcake Paper - 5.5cm, 100Pcs",Kitchen Supplies ,Amazon.ae,Low 
2023,10/07/2023,5.80,"Sanita Cooking & Baking Paper ,Size (30cm X 10M) 1 Roll",Kitchen Supplies ,Amazon.ae,Low 
2023,10/07/2023,9.99,"Royal Apex Ultra Refined Purified Butane Lighter Refill Gas 130g, Suitable for Fill Worlds Almost Lighters with Variety of Six Different Nozzles (1)",Miscellaneous,Amazon.ae,High
2023,10/07/2023,57.75,"Optimum Nutrition (ON) Omega 3 Fish Oil Softgels for Active Adults - 300 MG, 100 Softegls",Supplements ,Amazon.ae,High
2023,10/07/2023,5.99,"Cosmoplast Plastic Round Flowerpot 6” With Tray, White",Gardening Tool & Accessories ,Amazon.ae,medium
2023,10/07/2023,5.50,"Porceletta Color Glaze Porcelain Round Ashtray, 4 Inch Size, Green",Miscellaneous,Amazon.ae,High
2023,10/07/2023,15.95,Trixie Cat Grass Refill Bag for Cats 100g,Pet Acessories,Amazon.ae,High
2023,13/07/2023,27.00,"2 Pcs Professional Business Card Case, SENHAI Stainless Steel & PU Leather Business Card Holder with Magnetic Shut Pocket Name Credit ID Card Case for Men and Women",Wallet Accessories,yayamoa,High
2023,13/07/2023,16.00,"Generic Home Pro Plastic Popcorn Bucket 2.5L,Home Pro Plastic Popcorn Bowls for Movie Night, Yellow, 5368",Kitchen Acessories ,Amazon.ae,High
2023,15/07/2023,24.70,"BLACKSTONE Nonstick Bakeware Rectangular Baking Pan, Cookie Sheets, Roasting Pan Professional for Oven, Easy Clean Baking Tray… (37X25.5X5 CM)",Kitchen Acessories ,AWM.UAE,medium
2023,15/07/2023,61.83,"I Will Teach You To Be Rich, Second Edition: No Guilt. No Excuses. No Bs. Just A 6-Week Program That Works",Books ,Amazon.ae,Medium
2023,19/07/2023,4.95,"Beardo Hair Wax Xxtra Strong Hold, 100 gm",Grooming ,Amazon.ae,High
2023,20/07/2023,39.99,"ETech Silicone Case for iPhone 11 Pro 5.8-Inch, Silky-Soft Touch Full-Body Protective Phone Case, Shockproof Cover with Microfiber Lining (Black)",Phone Acessories,JE Products AE,High
2023,25/07/2023,121.50,"
Royal Canin Fbn British Shorthair Kitten 2 Kg Feline Breed Nutrition Cat Food, Multicolor, 1792, British Shorthair Kitten Cat Dry Food",Pet Acessories,Amazon.ae,High
2023,25/07/2023,26.00,SKY-TOUCH 10 Piece Measuring Cups and Measuring Spoons Set with Detachable Ring – Stainless Steel Stackable 5 Cups 5 Spoons with Silicone Grip Handle to Measure Dry Liquid Food for Cooking or Baking,Kitchen Acessories ,Amazon.ae,High
2023,25/07/2023,319.75,"Dymatize ISO 100 Whey Protein Powder with 25g of Hydrolyzed 100% Whey Isolate, Chocolate Peanut Butter, 5 Pound",Supplements ,HEALTHFOOD,High
2023,26/07/2023,52.99,"2.4 Gallon Kitchen Compost Bin for Counter Top or Under Sink,O9 O-Nine Hanging Small Trash Can with Lid for Cupboard/Bathroom/Bedroom/Office/Camping, Mountable Indoor Compost Bucket, Coffee",Cleaning & Hygiene Supplies ,O9 O-Nine UAE,High
2023,26/07/2023,8.26,"Ajinomoto Umami Seasoning Pure Monosodium Glutamate, 100G, Crystal White",Food Consumable,Amazon.ae,Medium
2023,26/07/2023,6.70,"
Bayara Cinnamon Powder, 40g",Food Consumable,Amazon.ae,Medium
2023,28/07/2023,12.95,"
Dr. Beckmann Spray Starch Easy Ironing 500ml",Garments & Laundry Supplies,Amazon.ae,High
2023,30/07/2023,24.15,Arm & Hammer 20oz CatLitt Deodorizer,Pet Acessories,Amazon.ae,High
2023,30/07/2023,18.74,"Harpic Pine Active Fresh Toilet Cleaner, 750 ml, Pack of 3",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,30/07/2023,39.00,"Amazon Basics Lightweight Super Soft Easy Care Microfiber Bed Sheet Set with 14” Deep Pockets - Twin XL, Dark Teal",Bedding,Amazon.ae,High
2023,30/07/2023,35.00,"Amazon Basics Lightweight Super Soft Easy Care Microfiber Bed Sheet Set With 14” Deep Pockets - Twin XL, Emerald Green",Bedding,Amazon.ae,High
2023,31/07/2023,17.57,"Organic Chia Seeds For Weight Loss By Down To Earth Foods, 100% Organic, Improves Digestive Health, Natural Black Chia seeds - 300 gms",Food Consumable,Amazon.ae,High
2023,31/07/2023,49.00,"High Absorption Magnesium Glycinate - 120 Veg Capsules - Supplement to Support Stress Relief, Sleep, Heart Health, Nerves and Muscles",Supplements ,BestPicks UAE,High
2023,01/08/2023,5.00,"Porceletta Color Glaze Porcelain Round Ashtray, 4 Inch Size, Green",Miscellaneous,Amazon.ae,High
2023,06/08/2023,9.00,"Vileda Tip Top Dish Washing Medium Foam Sponge Scourer Promo 5 Pcs, Long-Lasting and Durable, Sensitive Surfaces, Yellow & Green, (5 Pcs Per Pack)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,06/08/2023,17.50,"
Hicarer Pack of 1000 Mini Rubber Bands Soft Elastic for Kids Hair, Braids Wedding Hairstyle and More (Black)",Grooming ,Best Ladies,High
2023,06/08/2023,24.44,"Neutrogena Clear and Defend Facial Scrub, 150 ml",Toiletries ,SuperStore ME,Medium
2023,13/08/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,13/08/2023,22.00,"Bio Balance Organic Aloe Vera Shampoo, 330 Ml",Toiletries ,Amazon.ae,High
2023,14/08/2023,34.19,"nteractive Cat Toys Balls, Necomi Intelligent Automatic Cat Ball with LED Light, USB Rechargeable, 360° Rotating Smart Kitten Toys for Indoor Cats Funny Stimulate Hunting Instinct Chasing Ball, Blue",Pet Acessories,XBD UAE Store,Medium
2023,15/08/2023,46.00,"The 4-Hour Work Week: Escape The 9-5, Live Anywhere And Join The New Rich",Books ,Amazon.ae,high
2023,15/08/2023,26.00,How To Win Friends And Influence People By Dale Carnegie - Paperback,Books ,Amazon.ae,high
2023,28/08/2023,264.00,"
Braun Healthcare ExactFit 5 Connect smart blood pressure monitor (clinically accurate, Bluetooth, irregular heartbeat detection, easy reading) BUA6350EU",Fitness Acessories,WAHAT AL ELAJ,high
2023,29/08/2023,228.15,"Royal Canin Fbn British Shorthair Adult 4 Kg Feline Breed Nutrition Cat Food, Multicolor, 03Rcbsh4K, British Shorthair Adult Cat Dry Food",Pet Acessories,Amazon.ae,High
2023,31/08/2023,59.70,"Nature’s Bounty Acidophilus Probiotic, Daily Probiotic Supplement, Supports Digestive Health, 1 Pack, 120 Tablets",Supplements , ICANLO,Medium
2023,31/08/2023,19.00,The Alchemist By Paulo Coelho - Paperback,Books ,Amazon.ae,High
2023,05/09/2023,279.00,"Tramontina 7 Piece Cookware Set | cookware, frying pan, pots and pans, kitchen cookware, Stainless Steel Glass Lids",Kitchen Acessories ,Amazon.ae,High
2023,06/09/2023,36.00,"UGREEN iPhone Charger Cable 1M[MFi Certified] USB C to Lightning Cable Fast Charging Power Delivery PD 20W iPhone Cable for iPhone 14/14 Pro/14 Plus/14 Pro Max, iPad Pro, iPhone 8-13 All Series",Phone Acessories,UGREEN GROUP LIMITED UAE,High
2023,06/09/2023,63.20,"UGREEN PD 20W USB C Charger Cable Set for iPhone 14 Pro Charger Cord Type C Fast Charging Wall Plug with iPhone Lightning Cable Compatible for iPhone 14 Pro/14 Pro Max/14 Plus/14/13/12/11/Xs, iPad Pro",Phone Acessories,UGREEN GROUP LIMITED UAE,High
2023,11/09/2023,45.05,"Arm & Hammer Super Scoop Clumping Litter, 6.35 kg",Pet Acessories, DEFENCE TRADING CO L.L.C,Low 
2023,15/09/2023,45.52,MuscleTech Platinum Multi Vitamin 90ct US (RB),Supplements ,Amazon.ae,Medium
2023,19/09/2023,21.00,Arm & Hammer 20oz CatLitt Deodorizer,Pet Acessories,Amazon.ae,High
2023,20/09/2023,16.00,"Vileda Tip Top Dish Washing Medium Foam Sponge Scourer Promo 5 Pcs, Long-Lasting and Durable, Sensitive Surfaces, Yellow & Green, (5 Pcs Per Pack)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,28/09/20923,38.64,"Simple Solution Extreme Cat Stain Odour Remover, White, 500 Ml",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,28/09/20923,16.48,"Enviro Care Trash Bags XX-Small, White, Pack Of 5",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,28/09/20923,48.98,"Old Spice Original Shower Gel For Men, 3 x 250 ml",Toiletries ,beauty link,High
2023,29/09/2023,405.00,"Portable Bathtub Foldable, Bath Tub with Freestanding Shower Stall, Adult Bathroom Foldable Tub for Small Space Hot Bath Ice Bath Spa Tub Adult size Large size (33.5 x 29.5 x 29.5 inches, Navy))",Fitness Acessories,Amazon.ae,High
2023,30/09/2023,24.95,Indian Mutton Shoulder Cuts 500g Approx. Weight,Food Consumable,Lulu - Amazon ,High
2023,30/09/2023,6.30,Banana Chiquita Ecuador 1 kg Approx.,Food Consumable,Lulu - Amazon ,High
2023,30/09/2023,4.40,Lime Seedless Vietnam 250 g Approx.,Food Consumable,Lulu - Amazon ,High
2023,30/09/2023,11.45,Broccoli Spain 500 g Approx.,Food Consumable,Lulu - Amazon ,High
2023,30/09/2023,24.95,Indian Mutton Shoulder Cuts 500g Approx. Weight,Food Consumable,Lulu - Amazon ,High
2023,30/09/2023,7.50,Lulu Fresh Onion Bag India 2kg,Food Consumable,Lulu - Amazon ,High
2023,02/10/2023,17.40,"Whole Grains Are Consistently Linked To Better Heart Health. Therefore, It Should Come As No Surprise That Regularly Adding Barley Your Diet May Lower Risk Of Disease",Food Consumable,Amazon.ae,High
2023,02/10/2023,72.81,"Sunfood Superfoods Black Maca Powder Organic Raw, 4 Oz.",Supplements ,Amazon.ae,High
2023,02/10/2023,21.50,Farm Organic | Organic Wheatgrass Powder | 100g | Vegan | NonGMO | Halal | Gluten Free,Supplements ,Amazon.ae,High
2023,02/10/2023,23.99,"3 PCS Neck Gaiter Fishing Mask Bandana Sun Wind Dust Protection UV Headwear Balaclava Magic Scarf 1 Pair Wristband for Men Women Hunting, Cycling, Motorcycling, Running",Garments,UAE Direct,Low 
2023,06/10/2023,48.53,SKY-TOUCH 11-Piece Bar Tool Set with Stylish Bamboo Stand - Perfect Home Bartending Kit and Martini Cocktail Shaker Set For an Awesome Drink Mixing Experience,Kitchen Acessories ,Amazon.ae,High
2023,10/10/2023,20.00,"Fine Classic Euphoria Facial Tissue, Sterilized Tissue Box,10 Boxes, 2 Ply × 130 Sheets, Cotton Feel Tissue Suitable for All Settings, Fine Tissue St",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,15/10/2023,82.75,Royal Canin FBN British Shorthair Wet Food Pouches Box of 12x85g Feline Breed Nutrition Cat Food,Pet Acessories,Amazon.ae,High
2023,24/10/2023,16.39,"SKY-TOUCH Silicone Spatula Set - 6 Piece Non-Stick Rubber Spatula Set, Heat-Resistant Spatula Kitchen Utensils Set for Cooking, Baking and Mixing",Kitchen Acessories ,Amazon.ae,High
2023,24/10/2023,19.47,NeoLavish - Microfiber Cleaning Cloth - 3Pack - Kitchen Towel Microfiber Set - Cleaning Towels - Reusable Microfibre Cloths - All-Purpose Kitchen Towel Cloth - Lint Free Cloth,Coffee Acessories ,Neolavish,High
2023,24/10/2023,28.05,L'Oreal Paris Studio Line Mineral Control Invisi Gel Extra Strength 150Ml,Grooming ,Amazon.ae,Low 
2023,24/10/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,25/10/2023,687.66,"Ray-Ban Square Sunglasses For Unisex - Green, Rb2140 901/5854",Fashion,Amazon.ae,High
2023,26/10/2023,59.99,"FEISEDY Unisex Sunglasses, Retro Square Oversized Sunglasses for Women Men, UV Protection Anti Eyestrain Fashion Shade, for Driving Traveling, Partty Sun Glasses, All-Match Eyewear B2385",Fashion,FEISEDY-AE,High
2023,26/10/2023,59.99,"FEISEDY Unisex Sunglasses, Retro Square Oversized Sunglasses for Women Men, UV Protection Anti Eyestrain Fashion Shade, for Driving Traveling, Partty Sun Glasses, All-Match Eyewear B2385",Fashion,FEISEDY-AE,High
2023,30/10/2023,24.95,"Air Wick life scents multi-layered fragrance reed diffuser turquoise oasis (driftwood, sea spray & warm breeze), eliminates bad odour like cat litter",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,30/10/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,01/11/2023,67.00,"ESR for iPhone 15 Case Cover, Compatible with MagSafe, Military-Grade Protection, Yellowing Resistant, Scratch-Resistant Back, Magnetic Phone Case for iPhone 15, Classic Series, Clear",Phone Acessories,Dexterifytech AE Store_ESR Official,medium
2023,02/11/2023,21.06,"Beardo Hair Wax Xxtra Strong Hold, 100 gm",Grooming ,Amazon.ae,High
2023,02/11/2023,27.99,4 oz. Brown Disposable Ripple Insulated Coffee Cups - Hot Beverage Corrugated Paper Cups [50 cups],Coffee Acessories ,MARKQ-AE,High
2023,02/11/2023,35.90,"Anker USB-C to USB-C Cable, 643 Cable 100W 6ft, USB 2.0 Type C Charging Cable Fast Charge for MacBook Pro 2020, iPad Pro 2020, iPad Air 4, iPad Mini 6, Galaxy S21, Pixel, Switch (Cloud White)",Phone Acessories,AnkerDirect AE,High
2023,07/11/2023,24.95,"
Abdulla Yousuf Majid Charco-Lite, Smart Charcoal Tablets, 40 Mm",Oudh & Oudh Accessories ,Amazon.ae,High
2023,13/11/2023,999.00,Charbroil Char-broil - Charcoal Grill 580 - Black,BBQ Accessories,Champions LTD,High
2023,13/11/2023,48.00,5pcs Stainless-steel BBQ Grill Tool Set with Knife Brush Fork Spatula and Tong with Oxford Bag,BBQ Accessories,Music-Instrument,High
2023,13/11/2023,29.00,Weber Natural Brown Lighter Cubes,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,38.90,"Arabest Grill Brush, 3 in 1 Rust Resistant Stainless Steel Grill Scraper Bbq Brush with Hook, Safe Wire Scrubber, 45cm Extra Strong Grill Cleaning Brush for Outdoor Grill (Black)",BBQ Accessories,unshineseller,High
2023,13/11/2023,187.65,Weber Floor Protection Mat 120 x 80 cm,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,49.59,"Weber Grate Cleaner, Black 300 ml (Pack of 1) 17875",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,109.00,"Black & Decker 126 Pieces Hand Tool Kit In Kitbox For Home Diy & Professional USe, Orange/Black - Bmt126C,",Tools ,Amazon.ae,High
2023,13/11/2023,25.00,"ECVV 6 Pcs BBQ Skewers Set, 19 inch Turkish Skewers with Wooden Handle, Stainless Steel Kebab Skewers, for Koobideh Kebab, Turkish Style BBQ",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,17.00,"ROYALFORD Barbeque Grill With Wooden Handle, Folding Portable Bbq Basket For Fish Vegetables Shrimp, Larger Grilling Area, Lockable Grate Silver M, RF10389",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,35.00,Weber Apple Wood Chips,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,36.00,"Barbecue Grill Light Magnetic Base Super-Bright LED BBQ Lights - 360 Degree Flexible Gooseneck, Weather Resistant, Batteries No-Included - Pack of 2",BBQ Accessories,Valuabledeal,medium
2023,13/11/2023,26.00,"BLACKSTONE Charcoal Holder, Charcoal Chimney Starter for Outdoor Grill or Camp, charcoal Chimney Starter with wooden handle, Charcoal Box - BBQ Accessories - SCBQ03",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,27.00,"CZHEN BBQ Gloves 800 ? / 1472 Extreme Heat Resistant Grilling Non-Slip Oven with Fingers Outdoor Cooking Mitts for Barbecue, Grill, (Black 1 Pair)",BBQ Accessories,BlingGo-UAE,High
2023,15/11/2023,69.00,"BIODERMA Photoderm Max Body Sunscreen Spray Spf 50+, 200 Ml",Grooming , KUKH,High
2023,15/11/2023,14.99,"Hair Detangler Brush Natural Wet Detangling Brush for Kinky Curly Hair, Black",Grooming ,Milano beauty ⭐⭐⭐⭐⭐,High
2023,15/11/2023,17.00,"Amazon Basics Standard Dog Poop Bags With Dispenser and Leash Clip, Unscented, 300 Count, 20 Pack of 15, Black, 33 x 22.8 centimeters",Pet Acessories,Amazon.ae,High
2023,15/11/2023,30.00,TOSHIBA Heavy Duty AAA 24 Battery Pack,Gadget Acessories,Amazon.ae,High
2023,15/11/2023,39.74,"Wax Paper Burger Discs, 500 Pieces, Round, 11 cm, Non- Stick Parchment Paper for Burger Press and Patty Makers | Wax Sheets for Hamburger, Burger Patties, Meat Balls",Kitchen Supplies ,Zenbione,High
2023,15/11/2023,33.19,Smash Burger Press Grill Stainless Steel Cooking Smasher Round and Square Accessories Kit for Flat Hamburger Patty Maker 5.5 Inch (Wooden Round Handle),Kitchen Acessories ,Goggy E-Commerce Company,High
2023,20/11/2023,84.00,Hosseini MM Export 3-Copy Boxed Set,Books ,Amazon.ae,High
2023,20/11/2023,33.00,"Sensodyne Multi Care + Whitening Toothpaste For Sensitive Teeth, Superior Whitening Action, 75Ml, Pack Of 2",Toiletries ,Amazon.ae,High
2023,20/11/2023,31.40,"Arm & Hammer Pure Baking Soda, 1.81 kg",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,23/11/2023,67.98,Globalstar Refreshing Wet Towel RT01 Set of 20 Pieces (Lemon),Gifts ,THE COSMETICS MALL,Low 
2023,01/12/2023,15.50,"Harpic Flushmatic Original In-Cistern Toilet Cleaner, 50g (Pack of 3)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,01/12/2023,69.68,Venice 1000 Piece Jigsaw Puzzle,Home Games ,Amazon.ae,High
